Path,Category,FieldID,Field,Participants,Items,Stability,ValueType,Units,ItemType,Strata,Sexed,Instances,Array,Coding,Notes,Link
Health-related outcomes > Hospital in-patient > Admission and discharge > Spell and Episode Data (admission and discharge),2011,41093,"Episodes containing ""PCT where patients GP was registered"" data",348673,348673,Accruing,Integer,records,Records,Primary,Unisex,1,1,,"This field indicates (for each participant) the number of in-patient Health Episode Statistics (HES) records in the UKB repository which contain ""PCT where patients GP was registered"" information. Participants with zero records are not itemised.   A PCT (Primary Care Trust) is an administrative body responsible for commissioning health services within an area.   In order to conduct analyses using this information, researchers must include this data-field in their application, however access will be given in-situ rather than as a download.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41093
Health-related outcomes > Hospital in-patient > Admission and discharge > Spell and Episode Data (admission and discharge),2011,41094,"Episodes containing ""Administrative and legal status of patient"" data",148341,148341,Accruing,Integer,records,Records,Primary,Unisex,1,1,,"This field indicates (for each participant) the number of in-patient Health Episode Statistics (HES) records in the UKB repository which contain ""Administrative and legal status of patient"" information. Participants with zero records are not itemised.  Administrative and legal status identifies whether a patient has been formally detained under the Mental Health Act or not.   This information is not present in HES records dated after 2001.   In order to conduct analyses using this information, researchers must include this data-field in their application, however access will be given in-situ rather than as a download.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41094
Health-related outcomes > Hospital in-patient > Admission and discharge > Spell and Episode Data (admission and discharge),2011,41095,"Episodes containing ""Date of decision to admit to hospital"" data",341931,341931,Accruing,Integer,records,Records,Primary,Unisex,1,1,,"This field indicates (for each participant) the number of in-patient Health Episode Statistics (HES) records in the UKB repository which contain ""Date of decision to admit to hospital"" information. Participants with zero records are not itemised.   Date of decision to admit to hospital identifies the point in time when a consultant or other member of clinical staff decided it was necessary to admit the patient.   In order to conduct analyses using this information, researchers must include this data-field in their application, however access will be given in-situ rather than as a download.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41095
Health-related outcomes > Hospital in-patient > Admission and discharge > Spell and Episode Data (admission and discharge),2011,41096,"Episodes containing ""Date of admission to hospital"" data",385498,385498,Accruing,Integer,records,Records,Primary,Unisex,1,1,,"This field indicates (for each participant) the number of in-patient Health Episode Statistics (HES) records in the UKB repository which contain ""Date of admission to hospital"" information. Participants with zero records are not itemised.   Date of admission to hospital identifies when the spell in hospital commenced.  In order to conduct analyses using this information, researchers must include this data-field in their application, however access will be given in-situ rather than as a download.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41096
Health-related outcomes > Hospital in-patient > Admission and discharge > Spell and Episode Data (admission and discharge),2011,41097,"Episodes containing ""Waiting time for hospital admission"" data",335043,335043,Accruing,Integer,records,Records,Primary,Unisex,1,1,,"This field indicates (for each participant) the number of in-patient Health Episode Statistics (HES) records in the UKB repository which contain ""Waiting time for hospital admission"" information. Participants with zero records are not itemised.   Waiting time for hospital admission is the time taken between the decision was made to admit the patient and their actual admission date.  In order to conduct analyses using this information, researchers must include this data-field in their application, however access will be given in-situ rather than as a download.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41097
Health-related outcomes > Hospital in-patient > Admission and discharge > Spell and Episode Data (admission and discharge),2011,41098,"Episodes containing ""Method of admission to hospital"" data (polymorphic)",395936,395936,Accruing,Integer,records,Records,Auxiliary,Unisex,1,1,,"This field indicates (for each participant) the number of in-patient Health Episode Statistics (HES) records in the UKB repository which contain ""Method of admission to hospital"" information. Participants with zero records are not itemised.   Method of admission to hospital identifies how a patient was admitted, e.g. an elective admission from a waiting list or an emergency admission, etc.  In order to conduct analyses using this information, researchers must include this data-field in their application, however access will be given in-situ rather than as a download.  Note that the original information was obtained from a variety of external sources, some of which used overlapping and contradictory coding schemes. The values in this field can therefore only be interpreted when the source of each item is known (see ~F41252~) using the source-specific codings ~C202~, ~C241~, ~C242~ and ~C252~. It is recommended that the re-coded ~F41236~ is used instead of this one.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41098
Health-related outcomes > Hospital in-patient > Admission and discharge > Spell and Episode Data (admission and discharge),2011,41099,"Episodes containing ""Source of admission to hospital"" data (polymorphic)",395936,395936,Accruing,Integer,records,Records,Auxiliary,Unisex,1,1,,"This field indicates (for each participant) the number of in-patient Health Episode Statistics (HES) records in the UKB repository which contain ""Source of admission to hospital"" information. Participants with zero records are not itemised.   Source of admission identifies whether a patient came to the hospital from their usual place of residence or elsewhere.   In order to conduct analyses using this information, researchers must include this data-field in their application, however access will be given in-situ rather than as a download.  Note that the original information was obtained from a variety of external sources, some of which used overlapping and contradictory coding schemes. The values in this field can therefore only be interpreted when the source of each item is known (see ~F41252~) using the source-specific codings ~C203~, ~C243~, ~C244~ and ~C253~. It is recommended that the re-coded ~F41237~ is used instead of this one.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41099
Health-related outcomes > Hospital in-patient > Admission and discharge > Spell and Episode Data (admission and discharge),2011,41100,"Episodes containing ""First regular day or night of admission to hosp"" data",202981,202981,Accruing,Integer,records,Records,Primary,Unisex,1,1,,"This field indicates (for each participant) the number of in-patient Health Episode Statistics (HES) records in the UKB repository which contain ""First regular day or night of admission to hosp"" information. Participants with zero records are not itemised.   First regular day or night of admission to hospital identifies whether the episode is the first in a series, or is a subsequent episode with a series.  In order to conduct analyses using this information, researchers must include this data-field in their application, however access will be given in-situ rather than as a download.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41100
Health-related outcomes > Hospital in-patient > Admission and discharge > Spell and Episode Data (admission and discharge),2011,41101,"Episodes containing ""Date of discharge from hospital"" data",385410,385410,Accruing,Integer,records,Records,Primary,Unisex,1,1,,"This field indicates (for each participant) the number of in-patient Health Episode Statistics (HES) records in the UKB repository which contain ""Date of discharge from hospital"" information. Participants with zero records are not itemised.   Date of discharge from hospital identifies when the spell in hospital ended.   In order to conduct analyses using this information, researchers must include this data-field in their application, however access will be given in-situ rather than as a download.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41101
Health-related outcomes > Hospital in-patient > Admission and discharge > Spell and Episode Data (admission and discharge),2011,41102,"Episodes containing ""Method of discharge from hospital"" data (polymorphic)",395936,395936,Accruing,Integer,records,Records,Auxiliary,Unisex,1,1,,"This field indicates (for each participant) the number of in-patient Health Episode Statistics (HES) records in the UKB repository which contain ""Method of discharge from hospital"" information. Participants with zero records are not itemised.   Method of discharge from hospital identifies how a patient was discharged i.e. whether this was on clinical advice, the patient died in hospital or the patient discharged themselves.   In order to conduct analyses using this information, researchers must include this data-field in their application, however access will be given in-situ rather than as a download.  Note that the original information was obtained from a variety of external sources, some of which used overlapping and contradictory coding schemes. The values in this field can therefore only be interpreted when the source of each item is known (see ~F41252~) using the source-specific codings ~C206~, ~C248~, ~C249~ and ~C256~. It is recommended that the re-coded ~F41238~ is used instead of this one.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41102
Health-related outcomes > Hospital in-patient > Admission and discharge > Spell and Episode Data (admission and discharge),2011,41103,"Episodes containing ""Destination on discharge from hospital"" data (polymorphic)",391973,391973,Accruing,Integer,records,Records,Auxiliary,Unisex,1,1,,"This field indicates (for each participant) the number of in-patient Health Episode Statistics (HES) records in the UKB repository which contain ""Destination on discharge from hospital"" information. Participants with zero records are not itemised.   Destination on discharge identifies whether a patient was due to return to their usual place of residence on leaving hospital, or whether they were due to go elsewhere.  In order to conduct analyses using this information, researchers must include this data-field in their application, however access will be given in-situ rather than as a download.  Note that the original information was obtained from a variety of external sources, some of which used overlapping and contradictory coding schemes. The values in this field can therefore only be interpreted when the source of each item is known (see ~F41252~) using the source-specific codings ~C205~, ~C247~ and ~C255~. It is recommended that the re-coded ~F41248~ is used instead of this one.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41103
Health-related outcomes > Hospital in-patient > Diagnoses > Spell and Episode Data (diagnoses),2012,41104,"Episodes containing ""External cause - ICD10"" data",66352,66352,Accruing,Integer,records,Records,Primary,Unisex,1,1,,"This field indicates (for each participant) the number of in-patient Health Episode Statistics (HES) records in the UKB repository which contain ""External cause - ICD10"" information. Participants with zero records are not itemised.   An external cause is an environmental event causing injury, poisoning or other type of adverse effect. External causes are coded according to the International Classification of Diseases version-10 (ICD10).   In order to conduct analyses using this information, researchers must include this data-field in their application, however access will be given in-situ rather than as a download.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41104
Health-related outcomes > Hospital in-patient > Diagnoses > Spell and Episode Data (diagnoses),2012,41105,"Episodes containing ""External cause - ICD10 addendum"" data",176,176,Accruing,Integer,records,Records,Primary,Unisex,1,1,,"This field indicates (for each participant) the number of in-patient Health Episode Statistics (HES) records in the UKB repository which contain ""External cause - ICD10 addendum"" information. Participants with zero records are not itemised.   Addendum are special characters or local codes which have been affixed to the ICD code, but do not have universal definition. They have been preserved to reflect the true state of the data.   In order to conduct analyses using this information, researchers must include this data-field in their application, however access will be given in-situ rather than as a download.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41105
Health-related outcomes > Hospital in-patient > Operations > Spell and Episode Data (operations),2015,41106,"Episodes containing ""Operation status"" data",292875,292875,Accruing,Integer,records,Records,Primary,Unisex,1,1,,"This field indicates (for each participant) the number of in-patient Health Episode Statistics (HES) records in the UKB repository which contain ""Operation status"" information. Participants with zero records are not itemised.   This field indicates whether an operative procedures was carried out during the episode or not.   In order to conduct analyses using this information, researchers must include this data-field in their application, however access will be given in-situ rather than as a download.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41106
Health-related outcomes > Hospital in-patient > Operations > Spell and Episode Data (operations),2015,41107,"Episodes containing ""Duration of post-operative stay"" data",332220,332220,Accruing,Integer,records,Records,Primary,Unisex,1,1,,"This field indicates (for each participant) the number of in-patient Health Episode Statistics (HES) records in the UKB repository which contain ""Duration of post-operative stay"" information. Participants with zero records are not itemised.   This is the time between the operation being carried out and the end date of the episode.  In order to conduct analyses using this information, researchers must include this data-field in their application, however access will be given in-situ rather than as a download.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41107
Health-related outcomes > Hospital in-patient > Operations > Spell and Episode Data (operations),2015,41108,"Episodes containing ""Duration of pre-operative stay"" data",332240,332240,Accruing,Integer,records,Records,Primary,Unisex,1,1,,"This field indicates (for each participant) the number of in-patient Health Episode Statistics (HES) records in the UKB repository which contain ""Duration of pre-operative stay"" information. Participants with zero records are not itemised.   This is the time between the episode start date and the date at which the operation was carried out.  In order to conduct analyses using this information, researchers must include this data-field in their application, however access will be given in-situ rather than as a download.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41108
Health-related outcomes > Hospital in-patient > Admission and discharge > Spell and Episode Data (admission and discharge),2011,41109,"Episodes containing ""Patient classification on admission"" data (polymorphic)",359395,359395,Accruing,Integer,records,Records,Auxiliary,Unisex,1,1,,"This field indicates (for each participant) the number of in-patient Health Episode Statistics (HES) records in the UKB repository which contain ""Patient classification on admission"" information. Participants with zero records are not itemised.   Patient classification on admission identifies the type of patient, e.g. whether they are a regular attender or a maternity admission, etc.   In order to conduct analyses using this information, researchers must include this data-field in their application, however access will be given in-situ rather than as a download.  Note that the original information was obtained from a variety of external sources, some of which used overlapping and contradictory coding schemes. The values in this field can therefore only be interpreted when the source of each item is known (see ~F41252~) using the source-specific codings ~C208~, ~C245~, ~C246~ and ~C254~. It is recommended that the re-coded ~F41240~ is used instead of this one.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41109
Health-related outcomes > Hospital in-patient > Admission and discharge > Spell and Episode Data (admission and discharge),2011,41110,"Episodes containing ""Intended management of patient"" data (polymorphic)",364956,364956,Accruing,Integer,records,Records,Auxiliary,Unisex,1,1,,"This field indicates (for each participant) the number of in-patient Health Episode Statistics (HES) records in the UKB repository which contain ""Intended management of patient"" information. Participants with zero records are not itemised.   The intended management of a patient is their planned duration of hospital stay, i.e. whether an overnight stay was anticipated or not.  In order to conduct analyses using this information, researchers must include this data-field in their application, however access will be given in-situ rather than as a download.  Note that the original information was obtained from a variety of external sources, some of which used overlapping and contradictory coding schemes. The values in this field can therefore only be interpreted when the source of each item is known (see ~F41252~) using the source-specific codings ~C209~ and ~C260~. It is recommended that the re-coded ~F41241~ is used instead of this one.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41110
Health-related outcomes > Hospital in-patient > Admission and discharge > Spell and Episode Data (admission and discharge),2011,41111,"Episodes containing ""Main speciality of consultant"" data (polymorphic)",364952,364952,Accruing,Integer,records,Records,Auxiliary,Unisex,1,1,,"This field indicates (for each participant) the number of in-patient Health Episode Statistics (HES) records in the UKB repository which contain ""Main speciality of consultant"" information. Participants with zero records are not itemised.   The main speciality of the consultant is specialism under which the consultant is contracted e.g. cardiology or geriatric medicine, etc.   In order to conduct analyses using this information, researchers must include this data-field in their application, however access will be given in-situ rather than as a download.  Note that the original information was obtained from a variety of external sources, some of which used overlapping and contradictory coding schemes. The values in this field can therefore only be interpreted when the source of each item is known (see ~F41252~) using the source-specific codings ~C210~ and ~C258~. It is recommended that the re-coded ~F41242~ is used instead of this one.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41111
Health-related outcomes > Hospital in-patient > Admission and discharge > Spell and Episode Data (admission and discharge),2011,41112,"Episodes containing ""Treatment speciality of consultant"" data (polymorphic)",395928,395928,Accruing,Integer,records,Records,Auxiliary,Unisex,1,1,,"This field indicates (for each participant) the number of in-patient Health Episode Statistics (HES) records in the UKB repository which contain ""Treatment speciality of consultant"" information. Participants with zero records are not itemised.   The treatment speciality of the consultant is specialism under which the consultant was working e.g. cardiology or geriatric medicine, etc.   In order to conduct analyses using this information, researchers must include this data-field in their application, however access will be given in-situ rather than as a download.  Note that the original information was obtained from a variety of external sources, some of which used overlapping and contradictory coding schemes. The values in this field can therefore only be interpreted when the source of each item is known (see ~F41252~) using the source-specific codings ~C211~, ~C250~, ~C251~ and ~C257~. It is recommended that the re-coded ~F41243~ is used instead of this one.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41112
Health-related outcomes > Hospital in-patient > Maternity > Spell and Episode Data (maternity),2013,41113,"Episodes containing ""Date of first antenatal assessment"" data",10177,10177,Accruing,Integer,records,Records,Primary,Female,1,1,,"This field indicates (for each participant) the number of in-patient Health Episode Statistics (HES) records in the UKB repository which contain ""Date of first antenatal assessment"" information. Participants with zero records are not itemised.   Date of first antenatal assessment is the date when the pregnancy was first assessed and arrangements for antenatal care were made.   In order to conduct analyses using this information, researchers must include this data-field in their application, however access will be given in-situ rather than as a download.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41113
Health-related outcomes > Hospital in-patient > Maternity > Spell and Episode Data (maternity),2013,41114,"Episodes containing ""Gestation period at first antenatal assessment"" data",8432,8432,Accruing,Integer,records,Records,Primary,Female,1,1,,"This field indicates (for each participant) the number of in-patient Health Episode Statistics (HES) records in the UKB repository which contain ""Gestation period at first antenatal assessment"" information. Participants with zero records are not itemised.   Gestation period at first antenatal assessment is the time from the last menstrual period to the date when the pregnancy was first assessed.  In order to conduct analyses using this information, researchers must include this data-field in their application, however access will be given in-situ rather than as a download.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41114
Health-related outcomes > Hospital in-patient > Maternity > Spell and Episode Data (maternity),2013,41115,"Episodes containing ""Antenatal stay"" data",11049,11049,Accruing,Integer,records,Records,Primary,Female,1,1,,"This field indicates (for each participant) the number of in-patient Health Episode Statistics (HES) records in the UKB repository which contain ""Antenatal stay"" information. Participants with zero records are not itemised.   Antenatal stay is the number of days between the start of the maternity episode and the delivery of the first baby.   In order to conduct analyses using this information, researchers must include this data-field in their application, however access will be given in-situ rather than as a download.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41115
Health-related outcomes > Hospital in-patient > Maternity > Spell and Episode Data (maternity),2013,41116,"Episodes containing ""Intended delivery place"" data",16624,16624,Accruing,Integer,records,Records,Primary,Female,1,1,,"This field indicates (for each participant) the number of in-patient Health Episode Statistics (HES) records in the UKB repository which contain ""Intended delivery place"" information. Participants with zero records are not itemised.   Intended delivery place identifies where the birth was planned to take place.   In order to conduct analyses using this information, researchers must include this data-field in their application, however access will be given in-situ rather than as a download.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41116
Health-related outcomes > Hospital in-patient > Maternity > Spell and Episode Data (maternity),2013,41117,"Episodes containing ""Reason for changing delivery place"" data",16624,16624,Accruing,Integer,records,Records,Primary,Female,1,1,,"This field indicates (for each participant) the number of in-patient Health Episode Statistics (HES) records in the UKB repository which contain ""Reason for changing delivery place"" information. Participants with zero records are not itemised.   Reason for changing delivery place identifies whether a change in where the birth took place was due to clinical or other matters.   In order to conduct analyses using this information, researchers must include this data-field in their application, however access will be given in-situ rather than as a download.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41117
Health-related outcomes > Hospital in-patient > Maternity > Spell and Episode Data (maternity),2013,41118,"Episodes containing ""Anaesthetic administered during delivery"" data",16624,16624,Accruing,Integer,records,Records,Primary,Female,1,1,,"This field indicates (for each participant) the number of in-patient Health Episode Statistics (HES) records in the UKB repository which contain ""Anaesthetic administered during delivery"" information. Participants with zero records are not itemised.   This field identifies, for example, whether a general anaesthetic or an epidural was administered either before or during labour.   In order to conduct analyses using this information, researchers must include this data-field in their application, however access will be given in-situ rather than as a download.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41118
Health-related outcomes > Hospital in-patient > Maternity > Spell and Episode Data (maternity),2013,41119,"Episodes containing ""Anaesthetic administered post delivery"" data",16624,16624,Accruing,Integer,records,Records,Primary,Female,1,1,,"This field indicates (for each participant) the number of in-patient Health Episode Statistics (HES) records in the UKB repository which contain ""Anaesthetic delivered post delivery"" information. Participants with zero records are not itemised.   This field identifies, for example, whether a general anaesthetic or an epidural was administered after labour.   In order to conduct analyses using this information, researchers must include this data-field in their application, however access will be given in-situ rather than as a download.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41119
Health-related outcomes > Hospital in-patient > Maternity > Spell and Episode Data (maternity),2013,41120,"Episodes containing ""Delivery onset method"" data",16624,16624,Accruing,Integer,records,Records,Primary,Female,1,1,,"This field indicates (for each participant) the number of in-patient Health Episode Statistics (HES) records in the UKB repository which contain ""Delivery onset method"" information. Participants with zero records are not itemised.   Delivery onset method identifies whether the onset of labour was spontaneous or clinically induced.   In order to conduct analyses using this information, researchers must include this data-field in their application, however access will be given in-situ rather than as a download.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41120
Health-related outcomes > Hospital in-patient > Maternity > Spell and Episode Data (maternity),2013,41121,"Episodes containing ""Number of babies delivered from single pregnancy"" data",16624,16624,Accruing,Integer,records,Records,Primary,Female,1,1,,"This field indicates (for each participant) the number of in-patient Health Episode Statistics (HES) records in the UKB repository which contain ""Number of babies delivered from single pregnancy"" information. Participants with zero records are not itemised.   This is the number of babies delivered from single pregnancy and includes both live and stillborn babies.   In order to conduct analyses using this information, researchers must include this data-field in their application, however access will be given in-situ rather than as a download.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41121
Health-related outcomes > Hospital in-patient > Maternity > Spell and Episode Data (maternity),2013,41122,"Episodes containing ""Postnatal stay"" data",10997,10997,Accruing,Integer,records,Records,Primary,Female,1,1,,"This field indicates (for each participant) the number of in-patient Health Episode Statistics (HES) records in the UKB repository which contain ""Postnatal stay"" information. Participants with zero records are not itemised.   Postnatal stay is the number of days between the birth of the baby and the episode end date.   In order to conduct analyses using this information, researchers must include this data-field in their application, however access will be given in-situ rather than as a download.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41122
Health-related outcomes > Hospital in-patient > Maternity > Spell and Episode Data (maternity),2013,41123,"Episodes containing ""Level of neonatal care"" data",336283,336283,Accruing,Integer,records,Records,Primary,Female,1,1,,"This field indicates (for each participant) the number of in-patient Health Episode Statistics (HES) records in the UKB repository which contain ""Level of neonatal care"" information. Participants with zero records are not itemised.   Level of neonatal care identifies whether the new born baby was given normal care or required special or intensive care.   In order to conduct analyses using this information, researchers must include this data-field in their application, however access will be given in-situ rather than as a download.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41123
Health-related outcomes > Hospital in-patient > Maternity > Spell and Episode Data (maternity),2013,41124,"Episodes containing ""Mother age on date of delivery"" data",11082,11082,Accruing,Integer,records,Records,Primary,Female,1,1,,"This field indicates (for each participant) the number of in-patient Health Episode Statistics (HES) records in the UKB repository which contain ""Mother age on date of delivery"" information. Participants with zero records are not itemised.   This field contains the mothers age on the date of delivery. This is calculated from the mother's date of birth and the birth date of the first baby.   In order to conduct analyses using this information, researchers must include this data-field in their application, however access will be given in-situ rather than as a download.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41124
Health-related outcomes > Hospital in-patient > Maternity > Spell and Episode Data (maternity),2013,41125,"Episodes containing ""Number of previous pregnancies"" data",16622,16622,Accruing,Integer,records,Records,Primary,Female,1,1,,"This field indicates (for each participant) the number of in-patient Health Episode Statistics (HES) records in the UKB repository which contain ""Number of previous pregnancies"" information. Participants with zero records are not itemised.   This field contains the number of previous pregnancies, which includes all previous pregnancies which resulted in a registerable birth.   In order to conduct analyses using this information, researchers must include this data-field in their application, however access will be given in-situ rather than as a download.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41125
Health-related outcomes > Hospital in-patient > Admission and discharge > Spell and Episode Data (admission and discharge),2011,41132,"Episodes containing ""Episode type"" data",348712,348712,Accruing,Integer,records,Records,Primary,Unisex,1,1,,"This field indicates (for each participant) the number of in-patient Health Episode Statistics (HES) records in the UKB repository which contain ""Episode type"" information. Participants with zero records are not itemised.   Episode type identifies whether the period of care in hospital was a general episode or (for example) a psychiatric episode.   In order to conduct analyses using this information, researchers must include this data-field in their application, however access will be given in-situ rather than as a download.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41132
Health-related outcomes > Hospital in-patient > Diagnoses > Spell and Episode Data (diagnoses),2012,41142,"Episodes containing ""Diagnoses - main ICD10"" data",392292,392292,Accruing,Integer,records,Records,Primary,Unisex,1,1,,"This field indicates (for each participant) the number of in-patient Health Episode Statistics (HES) records in the UKB repository which contain ""Diagnoses - main ICD10"" information. Participants with zero records are not itemised.   Diagnoses are coded according to the International Classification of Diseases version-10 (ICD10).   In order to conduct analyses using this information, researchers must include this data-field in their application, however access will be given in-situ rather than as a download.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41142
Health-related outcomes > Hospital in-patient > Diagnoses > Spell and Episode Data (diagnoses),2012,41143,"Episodes containing ""Diagnoses - main ICD10 - addendum"" data",2734,2734,Accruing,Integer,records,Records,Primary,Unisex,1,1,,"This field indicates (for each participant) the number of in-patient Health Episode Statistics (HES) records in the UKB repository which contain ""Diagnoses - main ICD10 - addendum"" information. Participants with zero records are not itemised.   Addendum are special characters or local codes which have been affixed to the ICD code, but do not have universal definition. They have been preserved to reflect the true state of the data.  In order to conduct analyses using this information, researchers must include this data-field in their application, however access will be given in-situ rather than as a download.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41143
Health-related outcomes > Hospital in-patient > Diagnoses > Spell and Episode Data (diagnoses),2012,41144,"Episodes containing ""Diagnoses - main ICD9"" data",20309,20309,Accruing,Integer,records,Records,Primary,Unisex,1,1,,"This field indicates (for each participant) the number of in-patient Health Episode Statistics (HES) records in the UKB repository which contain ""Diagnoses - main ICD9"" information. Participants with zero records are not itemised.   Diagnoses are coded according to the International Classification of Diseases version-9 (ICD9).   In order to conduct analyses using this information, researchers must include this data-field in their application, however access will be given in-situ rather than as a download.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41144
Health-related outcomes > Hospital in-patient > Operations > Spell and Episode Data (operations),2015,41146,"Episodes containing ""Operative procedure - main OPCS"" data",392281,392281,Accruing,Integer,records,Records,Primary,Unisex,1,1,,"This field indicates (for each participant) the number of in-patient Health Episode Statistics (HES) records in the UKB repository which contain ""Operative procedure - main OPCS"" information. Participants with zero records are not itemised.   Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).   In order to conduct analyses using this information, researchers must include this data-field in their application, however access will be given in-situ rather than as a download.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41146
Health-related outcomes > Hospital in-patient > Operations > Spell and Episode Data (operations),2015,41148,"Episodes containing ""Date of operation"" data",377742,377742,Accruing,Integer,records,Records,Primary,Unisex,1,1,,"This field indicates (for each participant) the number of in-patient Health Episode Statistics (HES) records in the UKB repository which contain ""Date of operation"" information. Participants with zero records are not itemised.   This date corresponds to the main operation only.   In order to conduct analyses using this information, researchers must include this data-field in their application, however access will be given in-situ rather than as a download.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41148
Health-related outcomes > Hospital in-patient > Operations > Summary Information (operations),2025,41200,Operative procedures - main OPCS,392281,1435364,Ongoing,Categorical multiple,"",Data,Primary,Unisex,1,211,240,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their episodes in hospital. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).   In order to conduct analyses using the source information, researchers must select the corresponding Spell and Episode (~F41146~) data.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41200
Health-related outcomes > Hospital in-patient > Diagnoses > Summary Information (diagnoses),2022,41201,External causes,66352,85568,Ongoing,Categorical multiple,"",Data,Primary,Unisex,1,32,19,"This field is a summary of the distinct external cause codes a participant has had recorded across all their episodes in hospital. An external cause is an environmental event causing injury, poisoning or other type of adverse effect. External causes are coded according to the International Classification of Diseases version-10 (ICD10).  In order to conduct analyses using the source information, researchers must select the corresponding Spell and Episode (~F41104~) data.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41201
Health-related outcomes > Hospital in-patient > Diagnoses > Summary Information (diagnoses),2022,41202,Diagnoses - main ICD10,392292,1491025,Ongoing,Categorical multiple,"",Data,Primary,Unisex,1,380,19,"This field is a summary of the distinct main diagnoses codes a participant has had recorded across all their episodes in hospital. Diagnoses are coded according to the International Classification of Diseases version-10 (ICD10).  In order to conduct analyses using the source information, researchers must select the corresponding Spell and Episode (~F41142~) data.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41202
Health-related outcomes > Hospital in-patient > Diagnoses > Summary Information (diagnoses),2022,41203,Diagnoses - main ICD9,20309,42837,Ongoing,Categorical multiple,"",Data,Primary,Unisex,1,28,87,"""This field is a summary of the distinct main diagnoses codes a participant has had recorded across all their episodes in hospital. Diagnoses are coded according to the International Classification of Diseases version-9 (ICD9).  In order to conduct analyses using the source information, researchers must select the corresponding Spell and Episode (~F41144~) data.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41203
Health-related outcomes > Hospital in-patient > Diagnoses > Summary Information (diagnoses),2022,41204,Diagnoses - secondary ICD10,320448,2066726,Ongoing,Categorical multiple,"",Data,Primary,Unisex,1,435,19,"This field is a summary of the distinct secondary diagnoses codes a participant has had recorded across all their episodes in hospital. Diagnoses are coded according to the International Classification of Diseases version-10 (ICD10).   In order to conduct analyses using the source information, researchers must select the corresponding Spell and Episode (~F41078~) data.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41204
Health-related outcomes > Hospital in-patient > Diagnoses > Summary Information (diagnoses),2022,41205,Diagnoses - secondary ICD9,8716,17293,Ongoing,Categorical multiple,"",Data,Primary,Unisex,1,30,87,"This field is a summary of the distinct secondary diagnoses codes a participant has had recorded across all their episodes in hospital. Diagnoses are coded according to the International Classification of Diseases version-9 (ICD9).   In order to conduct analyses using the source information, researchers must select the corresponding Spell and Episode (~F41076~) data.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41205
